UDPRN,UPRN,POSTCODE,STREET_DESCRIPTION,x,y,lat,lng,addr_date
55182123,10094120757,GU31 4FZ,PLOUGH LANE,474505.8125,122459.5,50.99671173095703,-0.939654529094696,2018-07-04
55182124,10094120758,GU31 4FZ,PLOUGH LANE,474501.1875,122462.1015625,50.996734619140625,-0.9397194981575012,2018-07-04
55182125,10094120759,GU31 4FZ,PLOUGH LANE,474497.59375,122466.1015625,50.996768951416016,-0.939769983291626,2018-07-04
55182126,10094120760,GU31 4FZ,PLOUGH LANE,474489.40625,122470.6015625,50.99681091308594,-0.9398859143257141,2018-07-04
55182127,10094120761,GU31 4FZ,PLOUGH LANE,474485.6875,122473.703125,50.99684143066406,-0.9399380087852478,2018-07-04
55182128,10094120762,GU31 4FZ,PLOUGH LANE,474481.90625,122477.5,50.99687576293945,-0.939991295337677,2018-07-04
55182129,10094120763,GU31 4FZ,PLOUGH LANE,474503.1875,122490.3984375,50.996986389160156,-0.9396852254867554,2018-07-04
55182130,10094120764,GU31 4FZ,PLOUGH LANE,474506.09375,122494.796875,50.99702835083008,-0.9396430253982544,2018-07-04
55182131,10094120765,GU31 4FZ,PLOUGH LANE,474509.5,122499.0,50.997066497802734,-0.9395936727523804,2018-07-04
55182132,10094120766,GU31 4FZ,PLOUGH LANE,474521.1875,122520.3984375,50.997257232666016,-0.939422607421875,2018-07-04
55182133,10094120767,GU31 4FZ,PLOUGH LANE,474526.1875,122519.1015625,50.99724197387695,-0.9393516778945923,2018-07-04
55182134,10094120768,GU31 4FZ,PLOUGH LANE,474531.40625,122518.703125,50.99723815917969,-0.9392775893211365,2018-07-04
55182135,10094120769,GU31 4FZ,PLOUGH LANE,474536.8125,122518.203125,50.99723434448242,-0.9392008185386658,2018-07-04
55182138,10094120770,GU31 4GA,DROVE ROAD,474583.28125,122514.28125,50.9971923828125,-0.9385392069816589,2018-07-04
55182139,10094120771,GU31 4GA,DROVE ROAD,474595.46875,122515.078125,50.997196197509766,-0.9383656978607178,2018-07-04
55182140,10094120772,GU31 4GA,DROVE ROAD,474601.15625,122515.078125,50.997196197509766,-0.9382845759391785,2018-07-04
55182141,10094120773,GU31 4GA,DROVE ROAD,474614.78125,122519.3125,50.99723434448242,-0.9380896091461182,2018-07-04
55182142,10094120774,GU31 4GA,DROVE ROAD,474619.8125,122521.2890625,50.997249603271484,-0.9380176067352295,2018-07-04
55182143,10094120775,GU31 4GA,DROVE ROAD,474630.65625,122532.40625,50.99734878540039,-0.9378607869148254,2018-07-04
55182144,10094120776,GU31 4GA,DROVE ROAD,474639.90625,122544.1796875,50.99745559692383,-0.9377263784408569,2018-07-04
55182145,10094120777,GU31 4GA,DROVE ROAD,474591.5,122445.2890625,50.9965705871582,-0.9384366273880005,2018-07-04
55182146,10094120778,GU31 4GA,DROVE ROAD,474591.09375,122462.4296875,50.996726989746094,-0.9384387135505676,2018-07-04
55182147,10094120779,GU31 4GA,DROVE ROAD,474592.28125,122471.21875,50.996803283691406,-0.9384199976921082,2018-07-04
55182148,10094120780,GU31 4GA,DROVE ROAD,474596.0,122484.90625,50.996925354003906,-0.9383643269538879,2018-07-04
55182149,10094120781,GU31 4GA,DROVE ROAD,474652.75,122519.84375,50.99723434448242,-0.9375485777854919,2018-07-04
55182150,10094120782,GU31 4GA,DROVE ROAD,474659.875,122512.9609375,50.997169494628906,-0.9374480843544006,2018-07-04
55182151,10094120783,GU31 4GA,DROVE ROAD,474664.53125,122510.1796875,50.99714660644531,-0.937382698059082,2018-07-04
55182152,10094120784,GU31 4GA,DROVE ROAD,474669.15625,122505.2890625,50.997100830078125,-0.9373177886009216,2018-07-04
55182153,10094120785,GU31 4GA,DROVE ROAD,474674.6875,122501.1875,50.99706268310547,-0.9372395873069763,2018-07-04
55182154,10094120786,GU31 4GA,DROVE ROAD,474684.875,122488.6171875,50.9969482421875,-0.9370970129966736,2018-07-04
55182155,10094120787,GU31 4GA,DROVE ROAD,474686.75,122483.203125,50.99689865112305,-0.937071681022644,2018-07-04
55182156,10094120788,GU31 4GA,DROVE ROAD,474690.0625,122471.0234375,50.996788024902344,-0.9370269775390625,2018-07-04
55182157,10094120789,GU31 4GA,DROVE ROAD,474697.34375,122456.46875,50.99665832519531,-0.9369263052940369,2018-07-04
55182158,10094120790,GU31 4GA,DROVE ROAD,474697.34375,122443.5078125,50.99654006958008,-0.9369289875030518,2018-07-04
55182160,10094120791,GU31 4GB,DAIRY LANE,474635.40625,122447.53125,50.996585845947266,-0.937810480594635,2018-07-04
55182161,10094120792,GU31 4GB,DAIRY LANE,474627.53125,122468.6328125,50.99677658081055,-0.9379183053970337,2018-07-04
55182162,10094120793,GU31 4GB,DAIRY LANE,474627.0625,122473.9921875,50.996826171875,-0.9379237294197083,2018-07-04
55182163,10094120794,GU31 4GB,DAIRY LANE,474626.75,122486.4921875,50.9969367980957,-0.9379258751869202,2018-07-04
55182164,10094120795,GU31 4GB,DAIRY LANE,474624.75,122491.390625,50.99698257446289,-0.9379531741142273,2018-07-04
55182165,10094120796,GU31 4GB,DAIRY LANE,474640.15625,122499.4609375,50.99705123901367,-0.9377319812774658,2018-07-04
55182166,10094120797,GU31 4GB,DAIRY LANE,474652.1875,122478.890625,50.996864318847656,-0.9375646710395813,2018-07-04
55182167,10094120798,GU31 4GB,DAIRY LANE,474651.875,122473.2578125,50.9968147277832,-0.9375705718994141,2018-07-04
55182168,10094120799,GU31 4GB,DAIRY LANE,474657.875,122464.0,50.99673080444336,-0.9374867081642151,2018-07-04
55182169,10094120800,GU31 4GB,DAIRY LANE,474657.375,122458.6484375,50.996681213378906,-0.9374952912330627,2018-07-04
55182170,10094120801,GU31 4GB,DAIRY LANE,474657.375,122453.8203125,50.996639251708984,-0.9374963045120239,2018-07-04
55274004,10094120698,GU32 3ES,STATION ROAD,474670.6875,123618.1015625,51.00710678100586,-0.9370672106742859,2018-07-31
55276182,10094120893,GU31 4EG,HEATH ROAD,475070.03125,123281.2578125,51.004024505615234,-0.9314458966255188,2018-09-05
55429288,10094121963,GU31 4AE,COLLEGE STREET,474919.96875,123379.859375,51.00493240356445,-0.9335641860961914,2019-05-24
55429289,10094121915,GU31 4AE,COLLEGE STREET,474919.96875,123379.859375,51.00493240356445,-0.9335641860961914,2019-05-10
55429290,10094121964,GU31 4AE,COLLEGE STREET,474919.96875,123379.859375,51.00493240356445,-0.9335641860961914,2019-06-14
55429291,10094121927,GU31 4AE,COLLEGE STREET,474919.96875,123379.859375,51.00493240356445,-0.9335641860961914,2019-06-03
55472940,10094120918,GU32 3DZ,CHAPEL STREET,474573.1875,123481.3984375,51.005889892578125,-0.9384847283363342,2018-11-05
55472941,10094120919,GU32 3DZ,CHAPEL STREET,474573.1875,123481.3984375,51.005889892578125,-0.9384847283363342,2018-11-06
55512008,10094121489,GU32 3DP,CHAPEL STREET,474567.8125,123355.359375,51.004756927490234,-0.938587486743927,2019-01-03
55512009,10094121490,GU32 3DP,CHAPEL STREET,474567.75,123355.359375,51.004756927490234,-0.9385882019996643,2019-01-03
55618063,10090971120,GU31 4JX,SUSSEX ROAD,474773.5625,122969.7265625,51.00126266479492,-0.9357346296310425,2012-11-15
55618064,10094121986,GU31 4JX,SUSSEX ROAD,474776.34375,122972.2578125,51.001285552978516,-0.935694694519043,2019-04-25
55659422,10094122098,GU32 2AA,SANDRINGHAM ROAD,474709.21875,123629.15625,51.007198333740234,-0.9365159869194031,2019-06-13
55659423,10094122099,GU32 2AA,SANDRINGHAM ROAD,474709.21875,123629.15625,51.007198333740234,-0.9365159869194031,2019-06-13
55659424,10094122100,GU32 2AA,SANDRINGHAM ROAD,474709.21875,123629.15625,51.007198333740234,-0.9365159869194031,2019-06-13
55700193,10094121909,GU32 3LX,CRANFORD ROAD,474386.65625,122728.7421875,50.9991455078125,-0.9412968754768372,2019-04-30
55705135,10094121910,GU32 3BP,RUSHES ROAD,474134.375,123525.7578125,51.006343841552734,-0.9447287917137146,2019-05-02
55712504,10094122048,GU31 4YZ,RAMSHILL,475014.71875,123915.828125,51.00973892211914,-0.9321030974388123,2019-05-23
55712505,10094122049,GU31 4YZ,RAMSHILL,475014.0625,123907.203125,51.00965881347656,-0.93211430311203,2019-05-23
55726761,10094122003,GU32 3FT,SWIFT CLOSE,474173.40625,123265.4921875,51.003997802734375,-0.9442260265350342,2019-07-05
55726762,10094122004,GU32 3FT,SWIFT CLOSE,474151.4375,123265.6171875,51.00400161743164,-0.9445388913154602,2019-07-05
55726763,10094122005,GU32 3FT,SWIFT CLOSE,474156.9375,123289.171875,51.004215240478516,-0.9444559216499329,2019-07-05
55726764,10094122006,GU32 3FT,SWIFT CLOSE,474183.375,123296.5078125,51.004276275634766,-0.9440774917602539,2019-07-05
55726765,10094122007,GU32 3FT,SWIFT CLOSE,474177.21875,123286.59375,51.004188537597656,-0.9441670775413513,2019-07-05
56204611,10094119693,GU32 3AQ,DRUM MEAD,474340.53125,123386.90625,51.005069732666016,-0.9418194890022278,2018-05-18
56378682,10094122672,GU31 5RB,SUSSEX ROAD,475654.28125,121736.6796875,50.99006271362305,-0.9234418869018555,2021-01-07
56694870,10096346844,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694871,10096346845,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694872,10096346846,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694873,10096346847,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694874,10096346849,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694875,10096346850,GU31 4GF,DRAGON STREET,474828.59375,123183.9609375,51.00318145751953,-0.9349064826965332,2022-06-17
56694876,10096346853,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694877,10096346854,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694878,10096346855,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694879,10096346856,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694880,10096346857,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694881,10096346858,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
56694882,10096346859,GU31 4GF,DRAGON STREET,474810.0,123181.21875,51.00315856933594,-0.9351720213890076,2022-06-17
